help,office,dance,money,wedding,domestic_work,sleep,medical_emergency,cold,hate,cheerfulness,aggression,occupation,envy,anticipation,family,vacation,crime,attractive,masculine,prison,health,pride,dispute,nervousness,government,weakness,horror,swearing_terms,leisure,suffering,royalty,wealthy,tourism,furniture,school,magic,beach,journalism,morning,banking,social_media,exercise,night,kill,blue_collar_job,art,ridicule,play,computer,college,optimism,stealing,real_estate,home,divine,sexual,fear,irritability,superhero,business,driving,pet,childish,cooking,exasperation,religion,hipster,internet,surprise,reading,worship,leader,independence,movement,body,noise,eating,medieval,zest,confusion,water,sports,death,healing,legend,heroic,celebration,restaurant,violence,programming,dominant_heirarchical,military,neglect,swimming,exotic,love,hiking,communication,hearing,order,sympathy,hygiene,weather,anonymity,trust,ancient,deception,fabric,air_travel,fight,dominant_personality,music,vehicle,politeness,toy,farming,meeting,war,speaking,listen,urban,shopping,disgust,fire,tool,phone,gain,sound,injury,sailing,rage,science,work,appearance,valuable,warmth,youth,sadness,fun,emotional,joy,affection,traveling,fashion,ugliness,lust,shame,torment,economics,anger,politics,ship,clothing,car,strength,technology,breaking,shape_and_size,power,white_collar_job,animal,party,terrorism,smell,disappointment,poor,plant,pain,beauty,timidity,philosophy,negotiate,negative_emotion,cleaning,messaging,competing,law,friends,payment,achievement,alcohol,liquid,feminine,weapon,children,monster,ocean,giving,contentment,writing,rural,positive_emotion,musical,throwback,colors,workout,cold_war,danceability,energy,loudness,speechiness,instrumentalness,liveness
0.0,0.0,0.006234413965087282,0.0,0.0,0.006234413965087282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012468827930174563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012468827930174563,0.0,0.0,0.0012468827930174563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024937655860349127,0.0,0.0,0.0012468827930174563,0.0,0.0012468827930174563,0.0,0.006234413965087282,0.006234413965087282,0.0,0.0,0.0024937655860349127,0.0,0.0,0.007481296758104738,0.0,0.0012468827930174563,0.00997506234413965,0.0,0.0,0.0,0.0,0.0012468827930174563,0.0,0.0,0.0,0.0,0.0,0.03740648379052369,0.008728179551122194,0.003740648379052369,0.0,0.0,0.0,0.0,0.0,0.0012468827930174563,0.0,0.0012468827930174563,0.0,0.0,0.0012468827930174563,0.0,0.007481296758104738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003740648379052369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012468827930174563,0.0,0.0,0.007481296758104738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006234413965087282,0.0012468827930174563,0.0,0.0,0.0024937655860349127,0.0,0.0,0.0,0.003740648379052369,0.0,0.0,0.0,0.0,0.007481296758104738,0.0024937655860349127,0.0,0.0024937655860349127,0.011221945137157107,0.0,0.003740648379052369,0.0,0.0,0.0,0.004987531172069825,0.0012468827930174563,0.0012468827930174563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00997506234413965,0.0,0.0,0.0012468827930174563,0.008728179551122194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007481296758104738,0.0,0.0,0.0,0.0,0.016209476309226933,0.0,0.0,0.0,0.0,0.011221945137157107,0.0,0.0,0.0,0.0,0.011221945137157107,0.0024937655860349127,0.00997506234413965,0.0,0.0,0.004987531172069825,0.0,0.0,0.0,0.0024937655860349127,0.003740648379052369,0.0,0.0,0.0,0.0,0.904,0.813,-7.105,0.121,0.00697,0.0471
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010135135135135136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013513513513513514,0.0,0.0,0.0033783783783783786,0.0,0.0,0.0,0.0,0.006756756756756757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013513513513513514,0.0,0.0,0.0,0.0,0.0,0.0,0.013513513513513514,0.0,0.0,0.0,0.0,0.0,0.0,0.006756756756756757,0.0,0.0,0.0,0.013513513513513514,0.0,0.0,0.0,0.0,0.0033783783783783786,0.013513513513513514,0.0,0.0,0.0,0.0,0.0,0.0033783783783783786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006756756756756757,0.0,0.02702702702702703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006756756756756757,0.0,0.0,0.0,0.0,0.0,0.013513513513513514,0.013513513513513514,0.0,0.0,0.0,0.0,0.0,0.0,0.0033783783783783786,0.0,0.0,0.0,0.0,0.0033783783783783786,0.0,0.0,0.0,0.0,0.013513513513513514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033783783783783786,0.0,0.0,0.0,0.0,0.0,0.006756756756756757,0.0,0.0033783783783783786,0.0,0.0,0.006756756756756757,0.0,0.0,0.0,0.0,0.0,0.0033783783783783786,0.013513513513513514,0.0033783783783783786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02702702702702703,0.0,0.0,0.0,0.006756756756756757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006756756756756757,0.0,0.0,0.04391891891891892,0.0033783783783783786,0.0,0.0,0.0,0.0,0.0,0.010135135135135136,0.006756756756756757,0.0,0.0,0.006756756756756757,0.0,0.0,0.0,0.0,0.0,0.774,0.838,-3.914,0.114,0.025,0.242
0.0,0.0,0.0,0.0022935779816513763,0.0,0.0,0.0,0.0,0.005733944954128441,0.0011467889908256881,0.0011467889908256881,0.0,0.0,0.0,0.0,0.0045871559633027525,0.0,0.0,0.03211009174311927,0.0022935779816513763,0.0011467889908256881,0.0,0.0011467889908256881,0.0034403669724770644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011467889908256881,0.0,0.0011467889908256881,0.0,0.0,0.0,0.0,0.0011467889908256881,0.0,0.0,0.008027522935779817,0.0,0.0011467889908256881,0.0,0.0,0.0045871559633027525,0.0,0.0,0.0,0.0011467889908256881,0.0,0.0,0.0011467889908256881,0.0,0.0,0.0,0.03096330275229358,0.0045871559633027525,0.0,0.0045871559633027525,0.0,0.0,0.0,0.0,0.005733944954128441,0.0,0.0,0.0,0.0,0.0,0.0,0.0011467889908256881,0.0011467889908256881,0.008027522935779817,0.0,0.0045871559633027525,0.0,0.0,0.0022935779816513763,0.0,0.0,0.0,0.0,0.0,0.0,0.01261467889908257,0.0,0.0045871559633027525,0.0022935779816513763,0.0011467889908256881,0.0011467889908256881,0.0,0.0,0.0,0.008027522935779817,0.0,0.0022935779816513763,0.0034403669724770644,0.0,0.0022935779816513763,0.0011467889908256881,0.0022935779816513763,0.0,0.0011467889908256881,0.0022935779816513763,0.0,0.0022935779816513763,0.0011467889908256881,0.005733944954128441,0.005733944954128441,0.0,0.0011467889908256881,0.0,0.0,0.0,0.0011467889908256881,0.0,0.0,0.0011467889908256881,0.0,0.0,0.0,0.0,0.0022935779816513763,0.0,0.0,0.0022935779816513763,0.0,0.0,0.0,0.0011467889908256881,0.008027522935779817,0.0,0.0011467889908256881,0.0011467889908256881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022935779816513763,0.0,0.0022935779816513763,0.0,0.0011467889908256881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03211009174311927,0.0,0.0,0.0,0.0,0.010321100917431193,0.0,0.0011467889908256881,0.0,0.0,0.0022935779816513763,0.0,0.005733944954128441,0.0,0.0,0.005733944954128441,0.0011467889908256881,0.0045871559633027525,0.0,0.011467889908256881,0.0022935779816513763,0.0,0.0,0.0,0.0011467889908256881,0.664,0.758,-6.583,0.21,0.0,0.0598
0.0,0.0,0.026499302649930265,0.0,0.0,0.0,0.0,0.0,0.002789400278940028,0.0,0.0,0.0,0.0,0.0,0.0,0.001394700139470014,0.005578800557880056,0.0,0.0,0.011157601115760111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005578800557880056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011157601115760111,0.0,0.016736401673640166,0.0,0.0,0.0041841004184100415,0.0,0.0,0.0,0.0,0.0041841004184100415,0.0,0.0,0.0,0.0,0.0,0.012552301255230125,0.00697350069735007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03347280334728033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005578800557880056,0.0,0.001394700139470014,0.0,0.0,0.008368200836820083,0.0,0.009762900976290097,0.0,0.0,0.0,0.0,0.0,0.0,0.002789400278940028,0.0,0.001394700139470014,0.0,0.001394700139470014,0.0,0.0,0.002789400278940028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03347280334728033,0.0,0.0,0.005578800557880056,0.0,0.002789400278940028,0.0,0.001394700139470014,0.002789400278940028,0.0,0.0,0.0,0.0,0.0,0.0,0.001394700139470014,0.0,0.005578800557880056,0.002789400278940028,0.0,0.0,0.0,0.0,0.0,0.002789400278940028,0.016736401673640166,0.0,0.015341701534170154,0.0,0.0,0.002789400278940028,0.008368200836820083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002789400278940028,0.0,0.0,0.001394700139470014,0.0,0.005578800557880056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001394700139470014,0.0,0.0,0.0,0.0,0.011157601115760111,0.0,0.0,0.001394700139470014,0.0,0.02092050209205021,0.0,0.0,0.0,0.0,0.00697350069735007,0.0,0.016736401673640166,0.0,0.0,0.002789400278940028,0.0,0.0,0.0,0.0041841004184100415,0.008368200836820083,0.0,0.0,0.001394700139470014,0.0,0.892,0.714,-6.055,0.141,0.000234,0.0521
0.0015698587127158557,0.0,0.0,0.0015698587127158557,0.0,0.006279434850863423,0.0015698587127158557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0031397174254317113,0.0,0.0,0.0,0.0031397174254317113,0.0,0.0,0.0,0.0031397174254317113,0.0,0.0015698587127158557,0.0031397174254317113,0.0,0.0,0.0,0.0031397174254317113,0.0,0.0,0.0,0.0,0.0,0.0,0.0031397174254317113,0.0015698587127158557,0.0,0.0,0.0,0.0,0.0,0.0031397174254317113,0.0,0.0,0.0031397174254317113,0.0,0.0,0.012558869701726845,0.0031397174254317113,0.006279434850863423,0.004709576138147566,0.0,0.0,0.0,0.0,0.0,0.009419152276295133,0.0,0.0,0.0,0.0,0.0015698587127158557,0.0,0.0015698587127158557,0.0,0.0,0.0,0.004709576138147566,0.009419152276295133,0.0031397174254317113,0.0,0.0,0.0,0.0031397174254317113,0.0,0.0015698587127158557,0.0,0.0031397174254317113,0.0,0.0,0.0,0.0031397174254317113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015698587127158557,0.0015698587127158557,0.007849293563579277,0.004709576138147566,0.004709576138147566,0.0,0.009419152276295133,0.0,0.0,0.0031397174254317113,0.0,0.0015698587127158557,0.0,0.0,0.0,0.0,0.0031397174254317113,0.0,0.0,0.0015698587127158557,0.0,0.0015698587127158557,0.0,0.01098901098901099,0.006279434850863423,0.0,0.0,0.0,0.0,0.0,0.0015698587127158557,0.0,0.0031397174254317113,0.0031397174254317113,0.0,0.0,0.0,0.0,0.0015698587127158557,0.0,0.0,0.009419152276295133,0.0031397174254317113,0.0015698587127158557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0031397174254317113,0.0031397174254317113,0.0,0.0031397174254317113,0.0,0.0,0.0,0.0,0.0015698587127158557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0031397174254317113,0.0,0.0,0.0,0.0,0.004709576138147566,0.009419152276295133,0.0,0.0,0.0,0.009419152276295133,0.0,0.0,0.0,0.0,0.01098901098901099,0.0,0.01098901098901099,0.0,0.0,0.004709576138147566,0.0,0.0015698587127158557,0.0,0.006279434850863423,0.0031397174254317113,0.0,0.0,0.0,0.0,0.853,0.606,-4.596,0.0713,0.0,0.313
0.0,0.0,0.002758620689655172,0.001379310344827586,0.0,0.0,0.0,0.0,0.002758620689655172,0.0,0.0,0.0,0.0,0.0,0.0,0.008275862068965517,0.0,0.0,0.0,0.0,0.001379310344827586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001379310344827586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001379310344827586,0.0,0.0,0.001379310344827586,0.0,0.001379310344827586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001379310344827586,0.001379310344827586,0.0,0.001379310344827586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002758620689655172,0.005517241379310344,0.002758620689655172,0.0,0.0,0.001379310344827586,0.0,0.0,0.001379310344827586,0.001379310344827586,0.0,0.0,0.001379310344827586,0.004137931034482759,0.0,0.005517241379310344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001379310344827586,0.004137931034482759,0.0,0.0,0.001379310344827586,0.0,0.0,0.001379310344827586,0.0,0.0,0.0,0.0,0.0,0.0,0.006896551724137931,0.0,0.0,0.0,0.001379310344827586,0.0,0.0,0.004137931034482759,0.008275862068965517,0.001379310344827586,0.001379310344827586,0.0,0.0,0.0,0.0,0.0,0.002758620689655172,0.0,0.0,0.0,0.0,0.001379310344827586,0.0,0.0,0.0,0.0,0.0,0.002758620689655172,0.0,0.0,0.0,0.004137931034482759,0.002758620689655172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002758620689655172,0.0,0.002758620689655172,0.0,0.0,0.0,0.0,0.0,0.001379310344827586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008275862068965517,0.0,0.0,0.0,0.0,0.004137931034482759,0.0,0.0,0.0,0.001379310344827586,0.001379310344827586,0.0,0.0,0.0,0.0,0.001379310344827586,0.0,0.0,0.0,0.001379310344827586,0.001379310344827586,0.0,0.0,0.0,0.0,0.881,0.788,-4.669,0.168,0.0,0.0377
0.0,0.0,0.007974481658692184,0.0,0.0,0.0,0.0,0.0,0.003189792663476874,0.0,0.0,0.0,0.0,0.0,0.0,0.003189792663476874,0.001594896331738437,0.0,0.0,0.006379585326953748,0.0,0.0,0.0,0.0,0.003189792663476874,0.0,0.0,0.001594896331738437,0.0,0.001594896331738437,0.0,0.0,0.003189792663476874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003189792663476874,0.0,0.0,0.003189792663476874,0.0,0.0,0.0,0.0,0.001594896331738437,0.0,0.0,0.0,0.0,0.0,0.0,0.001594896331738437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003189792663476874,0.001594896331738437,0.0,0.0,0.0,0.0,0.0,0.0,0.004784688995215311,0.0,0.0,0.0,0.0,0.0,0.003189792663476874,0.0,0.0,0.0,0.0,0.0,0.0,0.007974481658692184,0.0,0.0,0.001594896331738437,0.0,0.0,0.0,0.0,0.0,0.003189792663476874,0.0,0.0,0.0,0.0,0.0,0.0,0.007974481658692184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001594896331738437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001594896331738437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007974481658692184,0.0,0.0,0.0,0.0,0.003189792663476874,0.0,0.0,0.0,0.0,0.003189792663476874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009569377990430622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004784688995215311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022328548644338118,0.0,0.0,0.0,0.0,0.001594896331738437,0.0,0.007974481658692184,0.0,0.0,0.0,0.003189792663476874,0.0,0.0,0.003189792663476874,0.0,0.0,0.0,0.0,0.0,0.662,0.507,-8.238,0.118,0.0,0.0465
0.001607717041800643,0.0,0.0,0.0,0.001607717041800643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001607717041800643,0.001607717041800643,0.0,0.001607717041800643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001607717041800643,0.0,0.0,0.0,0.0,0.001607717041800643,0.001607717041800643,0.0,0.001607717041800643,0.0,0.0,0.0,0.0,0.003215434083601286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003215434083601286,0.0,0.003215434083601286,0.0,0.0,0.0,0.003215434083601286,0.001607717041800643,0.0,0.001607717041800643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003215434083601286,0.0,0.0,0.003215434083601286,0.0,0.003215434083601286,0.0,0.0,0.0,0.0,0.001607717041800643,0.0,0.0,0.0,0.0,0.0,0.0,0.003215434083601286,0.0,0.0,0.0,0.0,0.0,0.001607717041800643,0.001607717041800643,0.006430868167202572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003215434083601286,0.0,0.001607717041800643,0.0,0.001607717041800643,0.001607717041800643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001607717041800643,0.0,0.0,0.0,0.0,0.0,0.0,0.001607717041800643,0.0,0.0,0.001607717041800643,0.0,0.0,0.0,0.0,0.00482315112540193,0.0,0.0,0.0,0.0,0.001607717041800643,0.0,0.0,0.0,0.017684887459807074,0.0,0.0,0.0,0.0,0.0,0.57,0.821,-4.38,0.267,0.0,0.289
0.0,0.0,0.0009746588693957114,0.0009746588693957114,0.0,0.001949317738791423,0.0009746588693957114,0.0,0.0009746588693957114,0.0,0.0,0.0,0.0,0.0,0.0,0.0009746588693957114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009746588693957114,0.0009746588693957114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009746588693957114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010721247563352826,0.0,0.0,0.015594541910331383,0.0,0.0009746588693957114,0.001949317738791423,0.0009746588693957114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001949317738791423,0.0,0.0,0.0,0.0,0.0,0.004873294346978557,0.0,0.0,0.0,0.0,0.0009746588693957114,0.0009746588693957114,0.0009746588693957114,0.0,0.0,0.0,0.007797270955165692,0.0,0.0,0.0,0.003898635477582846,0.0,0.0,0.0,0.0,0.0009746588693957114,0.0,0.0,0.0,0.0,0.0,0.0,0.012670565302144249,0.0,0.008771929824561403,0.0029239766081871343,0.00682261208576998,0.0,0.0,0.0,0.0,0.0009746588693957114,0.0,0.001949317738791423,0.0,0.0,0.0009746588693957114,0.0,0.0,0.0,0.0,0.0009746588693957114,0.0,0.0,0.0,0.043859649122807015,0.003898635477582846,0.0,0.0,0.0,0.0,0.0,0.0009746588693957114,0.0,0.0009746588693957114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009746588693957114,0.0,0.0,0.0,0.0,0.011695906432748537,0.0,0.0,0.0,0.0,0.0009746588693957114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001949317738791423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009746588693957114,0.0,0.0,0.0,0.0,0.003898635477582846,0.0,0.0,0.0,0.0,0.01364522417153996,0.0,0.0,0.0,0.0,0.001949317738791423,0.0,0.001949317738791423,0.0,0.0,0.0,0.0009746588693957114,0.0009746588693957114,0.0,0.018518518518518517,0.0,0.0,0.0,0.0,0.0,0.713,0.678,-3.525,0.102,0.0,0.149
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001438021282714984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001438021282714984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001438021282714984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001438021282714984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001438021282714984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001438021282714984,0.0,0.0,0.0,0.0,0.0,0.727,0.974,-2.261,0.0664,0.000532,0.174
